3,1,581.58,444.49,88.27,251.21,1,-1,-1,-1
3,2,473.87,446.89,86.81,256.83,1,-1,-1,-1
3,3,1350.27,423.26,168.80,364.17,1,-1,-1,-1
3,4,373.87,449.05,42.43,100.95,1,-1,-1,-1
3,5,1099.00,441.06,42.32,108.49,1,-1,-1,-1
3,6,1253.04,452.10,38.62,96.47,1,-1,-1,-1
3,7,1022.11,438.38,35.52,98.13,1,-1,-1,-1
3,8,837.68,473.67,49.18,76.44,1,-1,-1,-1
3,9,1091.38,488.82,32.99,106.66,1,-1,-1,-1
3,10,1055.94,481.83,37.82,112.40,1,-1,-1,-1
3,11,729.95,484.74,35.53,75.26,1,-1,-1,-1
3,12,546.71,458.98,37.44,96.50,1,-1,-1,-1
3,13,1426.76,414.99,201.01,366.75,1,-1,-1,-1
3,14,937.10,442.33,40.85,99.63,1,-1,-1,-1
3,15,975.03,460.87,36.78,103.12,1,-1,-1,-1
3,16,676.39,490.99,53.94,105.16,1,-1,-1,-1
3,21,981.01,457.46,24.87,65.15,1,-1,-1,-1
4,1,580.71,453.46,91.24,259.53,1,-1,-1,-1
4,2,469.85,444.20,90.94,269.60,1,-1,-1,-1
4,3,1351.86,422.23,174.28,377.16,1,-1,-1,-1
4,4,374.50,449.90,42.29,100.65,1,-1,-1,-1
4,5,1098.89,442.72,42.38,108.89,1,-1,-1,-1
4,6,1253.21,450.79,40.16,100.62,1,-1,-1,-1
4,7,1020.09,436.78,38.24,105.15,1,-1,-1,-1
4,8,837.77,471.62,48.45,75.06,1,-1,-1,-1
4,9,1088.85,486.92,34.43,111.14,1,-1,-1,-1
4,10,1056.40,479.87,37.80,112.69,1,-1,-1,-1
4,11,732.34,487.25,32.68,69.23,1,-1,-1,-1
4,12,548.35,458.27,39.19,101.25,1,-1,-1,-1
4,13,1426.57,425.40,195.43,358.56,1,-1,-1,-1
4,14,936.45,440.79,41.39,101.11,1,-1,-1,-1
4,16,673.01,484.48,59.81,116.77,1,-1,-1,-1
4,21,979.20,457.00,25.97,68.23,1,-1,-1,-1
5,1,580.95,457.82,91.77,260.96,1,-1,-1,-1
5,2,468.08,457.79,87.41,259.46,1,-1,-1,-1
5,3,1360.54,411.02,183.10,396.53,1,-1,-1,-1
5,4,374.78,450.15,42.21,100.47,1,-1,-1,-1
5,5,1099.10,442.46,42.45,109.27,1,-1,-1,-1
5,6,1255.67,450.32,40.51,102.01,1,-1,-1,-1
5,7,1019.02,438.49,38.41,104.92,1,-1,-1,-1
5,8,836.38,469.47,49.52,76.56,1,-1,-1,-1
5,9,1088.99,486.31,34.53,111.73,1,-1,-1,-1
5,10,1056.78,479.94,38.11,113.96,1,-1,-1,-1
5,11,733.03,487.27,32.38,68.60,1,-1,-1,-1
5,12,544.30,454.46,41.10,106.07,1,-1,-1,-1
5,14,936.53,439.53,42.10,103.15,1,-1,-1,-1
5,16,677.58,487.93,56.85,111.35,1,-1,-1,-1
5,21,978.01,454.74,28.08,73.75,1,-1,-1,-1
5,23,645.45,463.78,61.56,177.53,1,-1,-1,-1
5,24,417.45,462.69,34.00,82.21,1,-1,-1,-1
6,1,580.85,456.41,88.53,252.77,1,-1,-1,-1
6,2,479.49,456.06,83.41,247.13,1,-1,-1,-1
6,3,1361.73,411.33,183.47,400.73,1,-1,-1,-1
6,4,375.07,448.76,42.07,100.10,1,-1,-1,-1
6,5,1099.15,442.33,40.94,105.62,1,-1,-1,-1
6,6,1255.68,450.14,40.25,102.09,1,-1,-1,-1
6,7,1019.89,435.49,39.21,107.90,1,-1,-1,-1
6,8,838.28,471.64,47.60,73.35,1,-1,-1,-1
6,9,1087.68,485.38,35.31,113.84,1,-1,-1,-1
6,10,1057.32,480.67,38.43,115.46,1,-1,-1,-1
6,11,732.46,487.25,32.79,69.49,1,-1,-1,-1
6,12,548.84,457.94,39.60,102.17,1,-1,-1,-1
6,13,1436.25,418.26,191.87,354.35,1,-1,-1,-1
6,14,932.39,436.97,45.16,111.27,1,-1,-1,-1
6,16,677.65,488.67,55.35,108.30,1,-1,-1,-1
6,21,981.12,455.29,26.58,69.71,1,-1,-1,-1
6,23,638.95,457.99,65.25,187.87,1,-1,-1,-1
6,24,417.84,463.62,32.90,79.54,1,-1,-1,-1
6,26,596.09,424.97,20.22,46.38,1,-1,-1,-1
7,1,572.08,438.80,91.69,264.43,1,-1,-1,-1
7,2,471.08,455.27,83.15,247.40,1,-1,-1,-1
7,3,1375.40,407.52,178.80,392.85,1,-1,-1,-1
7,4,375.59,449.66,41.38,98.20,1,-1,-1,-1
7,5,1100.37,444.37,39.66,102.36,1,-1,-1,-1
7,6,1256.05,448.68,40.68,103.78,1,-1,-1,-1
7,7,1018.46,439.95,36.71,99.96,1,-1,-1,-1
7,8,836.66,470.35,50.67,77.68,1,-1,-1,-1
7,9,1088.16,486.43,34.10,109.71,1,-1,-1,-1
7,10,1056.14,481.63,38.26,114.37,1,-1,-1,-1
7,11,733.07,485.81,32.27,68.65,1,-1,-1,-1
7,12,547.46,456.54,38.50,99.45,1,-1,-1,-1
7,13,1455.53,428.96,183.08,338.95,1,-1,-1,-1
7,14,932.65,438.77,42.15,104.43,1,-1,-1,-1
7,16,677.23,489.64,55.32,108.74,1,-1,-1,-1
7,21,982.38,456.99,24.06,63.04,1,-1,-1,-1
7,23,636.14,452.54,65.52,188.54,1,-1,-1,-1
7,24,412.12,454.99,37.83,92.09,1,-1,-1,-1
8,1,577.58,440.86,91.23,263.02,1,-1,-1,-1
8,2,474.07,447.95,88.57,262.89,1,-1,-1,-1
8,3,1380.03,415.20,168.99,371.75,1,-1,-1,-1
8,4,374.52,449.97,41.61,98.76,1,-1,-1,-1
8,5,1102.00,445.05,39.21,101.35,1,-1,-1,-1
8,6,1255.37,450.19,39.15,100.28,1,-1,-1,-1
8,7,1016.26,440.92,37.24,100.84,1,-1,-1,-1
8,8,838.78,472.63,48.73,74.28,1,-1,-1,-1
8,9,1090.29,486.14,34.52,110.93,1,-1,-1,-1
8,10,1055.54,481.97,37.10,111.25,1,-1,-1,-1
8,11,733.69,490.16,31.10,65.33,1,-1,-1,-1
8,12,551.57,458.82,39.58,103.20,1,-1,-1,-1
8,13,1463.06,427.53,184.41,347.07,1,-1,-1,-1
8,14,931.93,436.06,42.78,107.04,1,-1,-1,-1
8,16,680.03,495.48,51.25,100.67,1,-1,-1,-1
8,21,984.14,455.51,24.90,65.63,1,-1,-1,-1
8,23,638.67,450.68,67.01,193.66,1,-1,-1,-1
8,24,413.95,455.57,37.01,90.48,1,-1,-1,-1
9,1,583.10,449.25,89.86,261.71,1,-1,-1,-1
9,2,476.45,444.67,90.51,267.04,1,-1,-1,-1
9,3,1389.89,421.65,167.59,371.74,1,-1,-1,-1
9,4,373.75,448.03,42.07,100.06,1,-1,-1,-1
9,5,1098.52,445.26,39.51,102.23,1,-1,-1,-1
9,6,1255.67,452.14,37.21,95.81,1,-1,-1,-1
9,7,1019.95,441.22,36.22,97.25,1,-1,-1,-1
9,8,837.51,472.16,49.50,75.01,1,-1,-1,-1
9,9,1090.12,484.68,34.21,110.47,1,-1,-1,-1
9,10,1054.99,481.39,37.41,113.20,1,-1,-1,-1
9,11,730.60,483.27,34.87,73.55,1,-1,-1,-1
9,13,1467.75,423.58,183.09,350.45,1,-1,-1,-1
9,14,930.53,435.12,45.33,114.05,1,-1,-1,-1
9,16,678.42,493.39,54.01,105.06,1,-1,-1,-1
9,21,985.19,455.70,24.79,65.47,1,-1,-1,-1
9,23,638.80,459.69,63.69,184.02,1,-1,-1,-1
9,24,416.82,462.18,33.15,80.85,1,-1,-1,-1
9,26,595.15,426.47,18.88,43.53,1,-1,-1,-1
10,1,582.67,453.08,90.75,263.60,1,-1,-1,-1
10,2,480.97,453.45,88.57,261.84,1,-1,-1,-1
10,3,1394.87,423.95,166.11,375.20,1,-1,-1,-1
10,4,372.73,446.64,42.43,100.81,1,-1,-1,-1
10,5,1099.57,440.53,41.23,106.61,1,-1,-1,-1
10,6,1253.81,448.01,39.25,102.30,1,-1,-1,-1
10,7,1020.67,443.36,34.08,90.16,1,-1,-1,-1
10,8,836.11,469.97,51.26,77.30,1,-1,-1,-1
10,9,1089.50,484.81,34.31,111.25,1,-1,-1,-1
10,10,1054.24,482.52,36.74,111.68,1,-1,-1,-1
